serial_number,first_observation_date,last_observation_date,observed_days,is_failed,overall_max_probability,overall_mean_probability,failure_date,eligible_max_probability,eligible_mean_probability,eligible_observed_days,alerted_primary,alert_days_primary,first_alert_date_primary,alerted_high_recall,alert_days_high_recall,first_alert_date_high_recall,error_group,lead_time_days_primary,lead_time_days_high_recall,probability_gap_to_primary,failure_detection_tier,first_primary_alert_date,last_primary_alert_date,primary_alert_span_days,longest_consecutive_primary_alert_run,days_from_last_alert_to_last_observation,alert_pattern,possible_right_censoring
QGK6SUZT,2023-10-07,2023-12-26,26,0,0.8848205017164626,0.8251469185114764,,0.8848205017164626,0.8251469185114764,26,True,23,2023-10-07,True,26,2023-10-07,false_positive,,,-0.1848205017164627,not_a_failed_drive,2023-10-07,2023-12-14,69,3,12.0,repeated_nonpersistent_alerts,False
QGK71E5T,2023-10-10,2023-12-30,22,0,0.8021652023491624,0.35606629229977316,,0.8021652023491624,0.35606629229977316,22,True,1,2023-12-30,True,1,2023-12-30,false_positive,,,-0.10216520234916249,not_a_failed_drive,2023-12-30,2023-12-30,1,1,0.0,single_day_spike,True
QGK7XZGT,2023-10-01,2023-12-31,43,0,0.8023555209681975,0.6124771584319589,,0.8023555209681975,0.6124771584319589,43,True,6,2023-10-01,True,42,2023-10-01,false_positive,,,-0.10235552096819756,not_a_failed_drive,2023-10-01,2023-10-08,8,3,84.0,repeated_nonpersistent_alerts,False
QGK9JV2T,2023-10-06,2023-12-27,30,0,0.9999999992652466,0.5616399937492199,,0.9999999992652466,0.5616399937492199,30,True,10,2023-12-16,True,10,2023-12-16,false_positive,,,-0.2999999992652467,not_a_failed_drive,2023-12-16,2023-12-27,12,5,0.0,repeated_nonpersistent_alerts,True
QGKAA2AT,2023-10-03,2023-12-26,27,0,0.9999927371961843,0.9998268869389348,,0.9999927371961843,0.9998268869389348,27,True,27,2023-10-03,True,27,2023-10-03,false_positive,,,-0.29999273719618436,not_a_failed_drive,2023-10-03,2023-12-26,85,3,0.0,repeated_nonpersistent_alerts,True
QGKAXG7T,2023-10-15,2023-12-31,19,0,0.8047857475666029,0.7076178957492483,,0.8047857475666029,0.7076178957492483,19,True,15,2023-11-04,True,15,2023-11-04,false_positive,,,-0.10478574756660297,not_a_failed_drive,2023-11-04,2023-12-31,58,2,0.0,repeated_nonpersistent_alerts,True
S2ZYJ9KG828980,2023-10-06,2023-12-31,25,0,0.7197758215722077,0.42573452904190306,,0.7197758215722077,0.42573452904190306,25,True,1,2023-12-31,True,9,2023-12-05,false_positive,,,-0.019775821572207697,not_a_failed_drive,2023-12-31,2023-12-31,1,1,0.0,single_day_spike,True
S300WE93,2023-10-02,2023-11-30,20,0,0.9197357027083434,0.9197357027083435,,0.9197357027083434,0.9197357027083435,20,True,20,2023-10-02,True,20,2023-10-02,false_positive,,,-0.21973570270834342,not_a_failed_drive,2023-10-02,2023-11-30,60,6,0.0,repeated_nonpersistent_alerts,True
S300WPV5,2023-10-01,2023-12-30,31,0,0.9174721067673285,0.5507312524018844,,0.9174721067673285,0.5507312524018844,31,True,11,2023-10-01,True,11,2023-10-01,false_positive,,,-0.21747210676732853,not_a_failed_drive,2023-10-01,2023-10-22,22,3,69.0,repeated_nonpersistent_alerts,False
S300X0XG,2023-10-01,2023-12-29,31,0,0.8004559063859187,0.8004559063859186,,0.8004559063859187,0.8004559063859186,31,True,31,2023-10-01,True,31,2023-10-01,false_positive,,,-0.10045590638591873,not_a_failed_drive,2023-10-01,2023-12-29,90,3,0.0,repeated_nonpersistent_alerts,True
S300XBXV,2023-10-01,2023-12-31,23,0,0.9530999007354972,0.6876042891535981,,0.9530999007354972,0.6876042891535981,23,True,13,2023-11-08,True,13,2023-11-08,false_positive,,,-0.25309990073549726,not_a_failed_drive,2023-11-08,2023-12-31,54,2,0.0,repeated_nonpersistent_alerts,True
S300XC8L,2023-10-02,2023-12-26,23,0,0.8133502075057817,0.8133502075057817,,0.8133502075057817,0.8133502075057817,23,True,23,2023-10-02,True,23,2023-10-02,false_positive,,,-0.11335020750578173,not_a_failed_drive,2023-10-02,2023-12-26,86,2,0.0,repeated_nonpersistent_alerts,True
S300XE27,2023-10-04,2023-12-28,33,0,0.9986492016354125,0.9986492016354124,,0.9986492016354125,0.9986492016354124,33,True,33,2023-10-04,True,33,2023-10-04,false_positive,,,-0.29864920163541253,not_a_failed_drive,2023-10-04,2023-12-28,86,4,0.0,repeated_nonpersistent_alerts,True
S300XE7K,2023-10-02,2023-12-26,30,0,0.9987404617206981,0.9987404617206981,,0.9987404617206981,0.9987404617206981,30,True,30,2023-10-02,True,30,2023-10-02,false_positive,,,-0.2987404617206981,not_a_failed_drive,2023-10-02,2023-12-26,86,4,0.0,repeated_nonpersistent_alerts,True
S300YQ5Z,2023-10-03,2023-12-27,26,0,0.99999999999998,0.7964555265334426,,0.99999999999998,0.7964555265334426,26,True,18,2023-11-02,True,18,2023-11-02,false_positive,,,-0.29999999999998006,not_a_failed_drive,2023-11-02,2023-12-27,56,3,0.0,repeated_nonpersistent_alerts,True
S300YRPZ,2023-10-07,2023-12-29,29,0,0.8133502075057817,0.8133502075057817,,0.8133502075057817,0.8133502075057817,29,True,29,2023-10-07,True,29,2023-10-07,false_positive,,,-0.11335020750578173,not_a_failed_drive,2023-10-07,2023-12-29,84,4,0.0,repeated_nonpersistent_alerts,True
S300Z3W6,2023-10-01,2023-12-31,29,0,0.8270950220474867,0.8255036901920737,,0.8270950220474867,0.8255036901920737,29,True,29,2023-10-01,True,29,2023-10-01,false_positive,,,-0.1270950220474868,not_a_failed_drive,2023-10-01,2023-12-31,92,2,0.0,repeated_nonpersistent_alerts,True
S300Z44D,2023-10-05,2023-12-30,34,0,0.808694106429589,0.808694106429589,,0.808694106429589,0.808694106429589,34,True,34,2023-10-05,True,34,2023-10-05,false_positive,,,-0.1086941064295891,not_a_failed_drive,2023-10-05,2023-12-30,87,3,0.0,repeated_nonpersistent_alerts,True
S300Z4G9,2023-10-01,2023-12-22,27,0,0.8569701126733451,0.8569701126733451,,0.8569701126733451,0.8569701126733451,27,True,27,2023-10-01,True,27,2023-10-01,false_positive,,,-0.15697011267334515,not_a_failed_drive,2023-10-01,2023-12-22,83,4,0.0,repeated_nonpersistent_alerts,True
S300Z5F8,2023-10-01,2023-12-29,21,0,0.9743608633389658,0.9742958591621215,,0.9743608633389658,0.9742958591621215,21,True,21,2023-10-01,True,21,2023-10-01,false_positive,,,-0.2743608633389658,not_a_failed_drive,2023-10-01,2023-12-29,90,3,0.0,repeated_nonpersistent_alerts,True
S300Z6SW,2023-10-04,2023-12-27,24,0,0.9197357027083434,0.9197357027083434,,0.9197357027083434,0.9197357027083434,24,True,24,2023-10-04,True,24,2023-10-04,false_positive,,,-0.21973570270834342,not_a_failed_drive,2023-10-04,2023-12-27,85,3,0.0,repeated_nonpersistent_alerts,True
S300Z81B,2023-10-02,2023-12-31,25,0,0.8069973051953248,0.8069973051953248,,0.8069973051953248,0.8069973051953248,25,True,25,2023-10-02,True,25,2023-10-02,false_positive,,,-0.1069973051953248,not_a_failed_drive,2023-10-02,2023-12-31,91,3,0.0,repeated_nonpersistent_alerts,True
S300ZQP6,2023-10-05,2023-12-19,20,0,0.9836931054868042,0.9836931054868042,,0.9836931054868042,0.9836931054868042,20,True,20,2023-10-05,True,20,2023-10-05,false_positive,,,-0.28369310548680426,not_a_failed_drive,2023-10-05,2023-12-19,76,2,0.0,repeated_nonpersistent_alerts,True
S300ZTGK,2023-10-01,2023-12-25,17,0,0.847472142260778,0.847472142260778,,0.847472142260778,0.847472142260778,17,True,17,2023-10-01,True,17,2023-10-01,false_positive,,,-0.1474721422607781,not_a_failed_drive,2023-10-01,2023-12-25,86,2,0.0,repeated_nonpersistent_alerts,True
S300ZV48,2023-10-01,2023-12-28,35,0,0.9995229655644067,0.9995229655644067,,0.9995229655644067,0.9995229655644067,35,True,35,2023-10-01,True,35,2023-10-01,false_positive,,,-0.2995229655644067,not_a_failed_drive,2023-10-01,2023-12-28,89,3,0.0,repeated_nonpersistent_alerts,True
S3010BVC,2023-10-03,2023-12-29,33,0,0.847472142260778,0.847472142260778,,0.847472142260778,0.847472142260778,33,True,33,2023-10-03,True,33,2023-10-03,false_positive,,,-0.1474721422607781,not_a_failed_drive,2023-10-03,2023-12-29,88,3,0.0,repeated_nonpersistent_alerts,True
S30114YM,2023-10-01,2023-10-31,14,0,0.812053609226527,0.805349605090098,,0.812053609226527,0.805349605090098,14,True,14,2023-10-01,True,14,2023-10-01,false_positive,,,-0.11205360922652707,not_a_failed_drive,2023-10-01,2023-10-31,31,3,0.0,repeated_nonpersistent_alerts,True
S30115VH,2023-10-01,2023-11-02,11,0,0.8569701126733451,0.856970112673345,,0.8569701126733451,0.856970112673345,11,True,11,2023-10-01,True,11,2023-10-01,false_positive,,,-0.15697011267334515,not_a_failed_drive,2023-10-01,2023-11-02,33,2,0.0,repeated_nonpersistent_alerts,True
S301F89W,2023-10-01,2023-10-28,13,0,0.9168084185897288,0.9168084185897288,,0.9168084185897288,0.9168084185897288,13,True,13,2023-10-01,True,13,2023-10-01,false_positive,,,-0.21680841858972888,not_a_failed_drive,2023-10-01,2023-10-28,28,4,0.0,repeated_nonpersistent_alerts,True
S301F8AV,2023-10-01,2023-10-28,10,0,0.9961811181455639,0.9961811181455639,,0.9961811181455639,0.9961811181455639,10,True,10,2023-10-01,True,10,2023-10-01,false_positive,,,-0.2961811181455639,not_a_failed_drive,2023-10-01,2023-10-28,28,3,0.0,repeated_nonpersistent_alerts,True
S301GM09,2023-10-01,2023-10-15,5,0,1.0,0.9999999835010346,,1.0,0.9999999835010346,5,True,5,2023-10-01,True,5,2023-10-01,false_positive,,,-0.30000000000000004,not_a_failed_drive,2023-10-01,2023-10-15,15,2,0.0,repeated_nonpersistent_alerts,True
S301GM3L,2023-10-02,2023-12-31,29,0,0.9997721189070206,0.9259376065595069,,0.9997721189070206,0.9259376065595069,29,True,29,2023-10-02,True,29,2023-10-02,false_positive,,,-0.2997721189070206,not_a_failed_drive,2023-10-02,2023-12-31,91,3,0.0,repeated_nonpersistent_alerts,True
S301GMGX,2023-10-01,2023-10-22,5,0,0.9969791792430844,0.9969791792430843,,0.9969791792430844,0.9969791792430843,5,True,5,2023-10-01,True,5,2023-10-01,false_positive,,,-0.2969791792430845,not_a_failed_drive,2023-10-01,2023-10-22,22,2,0.0,repeated_nonpersistent_alerts,True
S301GNYN,2023-10-06,2023-12-05,25,0,0.8133502075057817,0.631247684591875,,0.8133502075057817,0.631247684591875,25,True,4,2023-10-06,True,25,2023-10-06,false_positive,,,-0.11335020750578173,not_a_failed_drive,2023-10-06,2023-10-12,7,2,54.0,repeated_nonpersistent_alerts,False
S301GQ3T,2023-10-01,2023-12-29,30,0,0.847472142260778,0.8474721422607782,,0.847472142260778,0.8474721422607782,30,True,30,2023-10-01,True,30,2023-10-01,false_positive,,,-0.1474721422607781,not_a_failed_drive,2023-10-01,2023-12-29,90,4,0.0,repeated_nonpersistent_alerts,True
S301GQNV,2023-10-02,2023-10-25,10,0,0.8004559063859187,0.8004559063859187,,0.8004559063859187,0.8004559063859187,10,True,10,2023-10-02,True,10,2023-10-02,false_positive,,,-0.10045590638591873,not_a_failed_drive,2023-10-02,2023-10-25,24,3,0.0,repeated_nonpersistent_alerts,True
S301GQPP,2023-10-01,2023-12-28,26,0,0.9168084185897288,0.9168084185897288,,0.9168084185897288,0.9168084185897288,26,True,26,2023-10-01,True,26,2023-10-01,false_positive,,,-0.21680841858972888,not_a_failed_drive,2023-10-01,2023-12-28,89,2,0.0,repeated_nonpersistent_alerts,True
S301GRM3,2023-10-01,2023-12-30,22,0,0.9530999007354972,0.9530999007354972,,0.9530999007354972,0.9530999007354972,22,True,22,2023-10-01,True,22,2023-10-01,false_positive,,,-0.25309990073549726,not_a_failed_drive,2023-10-01,2023-12-30,91,5,0.0,repeated_nonpersistent_alerts,True
S301GTW5,2023-10-05,2023-10-22,6,0,0.8017113184617869,0.8017113184617869,,0.8017113184617869,0.8017113184617869,6,True,6,2023-10-05,True,6,2023-10-05,false_positive,,,-0.10171131846178694,not_a_failed_drive,2023-10-05,2023-10-22,18,1,0.0,repeated_nonpersistent_alerts,True
S301GV85,2023-10-04,2023-10-28,7,0,0.9277545232589338,0.9277545232589338,,0.9277545232589338,0.9277545232589338,7,True,7,2023-10-04,True,7,2023-10-04,false_positive,,,-0.22775452325893386,not_a_failed_drive,2023-10-04,2023-10-28,25,1,0.0,repeated_nonpersistent_alerts,True
S301GV8P,2023-10-02,2023-12-23,30,0,0.9925090760948035,0.9924672685068597,,0.9925090760948035,0.9924672685068597,30,True,30,2023-10-02,True,30,2023-10-02,false_positive,,,-0.2925090760948036,not_a_failed_drive,2023-10-02,2023-12-23,83,4,0.0,repeated_nonpersistent_alerts,True
S301JZP8,2023-10-02,2023-12-31,34,0,0.9197357027083434,0.9197357027083434,,0.9197357027083434,0.9197357027083434,34,True,34,2023-10-02,True,34,2023-10-02,false_positive,,,-0.21973570270834342,not_a_failed_drive,2023-10-02,2023-12-31,91,9,0.0,persistent_7_plus_day_run,True
S301KP4K,2023-10-03,2023-12-31,39,0,0.8487452887135842,0.8487452887135842,,0.8487452887135842,0.8487452887135842,39,True,39,2023-10-03,True,39,2023-10-03,false_positive,,,-0.14874528871358428,not_a_failed_drive,2023-10-03,2023-12-31,90,3,0.0,repeated_nonpersistent_alerts,True
S301LDTC,2023-10-01,2023-12-26,25,0,1.0,0.46729562167437605,,1.0,0.46729562167437605,25,True,5,2023-12-22,True,5,2023-12-22,false_positive,,,-0.30000000000000004,not_a_failed_drive,2023-12-22,2023-12-26,5,5,0.0,repeated_nonpersistent_alerts,True
S301LN73,2023-10-08,2023-12-30,25,0,0.9174721067673285,0.6436657080027157,,0.9174721067673285,0.6436657080027157,25,True,13,2023-11-25,True,13,2023-11-25,false_positive,,,-0.21747210676732853,not_a_failed_drive,2023-11-25,2023-12-30,36,3,0.0,repeated_nonpersistent_alerts,True
S301MHZB,2023-10-03,2023-12-30,38,0,0.8569701126733451,0.8569701126733451,,0.8569701126733451,0.8569701126733451,38,True,38,2023-10-03,True,38,2023-10-03,false_positive,,,-0.15697011267334515,not_a_failed_drive,2023-10-03,2023-12-30,89,5,0.0,repeated_nonpersistent_alerts,True
S301NG7W,2023-10-01,2023-12-29,34,0,0.999998863551924,0.9998312859133838,,0.999998863551924,0.9998312859133838,34,True,34,2023-10-01,True,34,2023-10-01,false_positive,,,-0.29999886355192407,not_a_failed_drive,2023-10-01,2023-12-29,90,3,0.0,repeated_nonpersistent_alerts,True
S301NGZ7,2023-10-02,2023-11-26,15,0,0.8017113184617869,0.459326908766649,,0.8017113184617869,0.459326908766649,15,True,4,2023-11-22,True,4,2023-11-22,false_positive,,,-0.10171131846178694,not_a_failed_drive,2023-11-22,2023-11-26,5,2,0.0,repeated_nonpersistent_alerts,True
S301NGZ8,2023-10-09,2023-11-29,24,0,0.9957602690807132,0.6775254884088423,,0.9957602690807132,0.6775254884088423,24,True,12,2023-10-17,True,14,2023-10-17,false_positive,,,-0.2957602690807133,not_a_failed_drive,2023-10-17,2023-11-29,44,3,0.0,repeated_nonpersistent_alerts,True
S301PRLH,2023-10-01,2023-12-28,28,0,0.8004559063859187,0.5413623080745662,,0.8004559063859187,0.5413623080745662,28,True,12,2023-10-28,True,12,2023-10-28,false_positive,,,-0.10045590638591873,not_a_failed_drive,2023-10-28,2023-11-28,32,2,30.0,repeated_nonpersistent_alerts,False
S301PRYL,2023-10-04,2023-12-01,15,0,0.8569701126733451,0.8569701126733451,,0.8569701126733451,0.8569701126733451,15,True,15,2023-10-04,True,15,2023-10-04,false_positive,,,-0.15697011267334515,not_a_failed_drive,2023-10-04,2023-12-01,59,2,0.0,repeated_nonpersistent_alerts,True
S301PVG0,2023-10-02,2023-12-29,28,0,0.9701277584715279,0.9701277584715279,,0.9701277584715279,0.9701277584715279,28,True,28,2023-10-02,True,28,2023-10-02,false_positive,,,-0.2701277584715279,not_a_failed_drive,2023-10-02,2023-12-29,89,3,0.0,repeated_nonpersistent_alerts,True
VKG635TX,2023-10-02,2023-12-30,28,0,0.9700719509096637,0.9700719509096637,,0.9700719509096637,0.9700719509096637,28,True,28,2023-10-02,True,28,2023-10-02,false_positive,,,-0.27007195090966374,not_a_failed_drive,2023-10-02,2023-12-30,90,4,0.0,repeated_nonpersistent_alerts,True
VKGAGRBX,2023-10-01,2023-10-10,5,0,0.847111847402676,0.847111847402676,,0.847111847402676,0.847111847402676,5,True,5,2023-10-01,True,5,2023-10-01,false_positive,,,-0.14711184740267602,not_a_failed_drive,2023-10-01,2023-10-10,10,2,0.0,repeated_nonpersistent_alerts,True
VKGD3EVX,2023-10-01,2023-12-30,31,0,0.9214736623977364,0.9214736623977364,,0.9214736623977364,0.9214736623977364,31,True,31,2023-10-01,True,31,2023-10-01,false_positive,,,-0.22147366239773647,not_a_failed_drive,2023-10-01,2023-12-30,91,4,0.0,repeated_nonpersistent_alerts,True
VKGH5B1X,2023-10-02,2023-12-29,24,0,0.8021652023491624,0.8021652023491624,,0.8021652023491624,0.8021652023491624,24,True,24,2023-10-02,True,24,2023-10-02,false_positive,,,-0.10216520234916249,not_a_failed_drive,2023-10-02,2023-12-29,89,3,0.0,repeated_nonpersistent_alerts,True
VKGH63YX,2023-10-03,2023-12-31,24,0,0.793252452678265,0.7898854069532448,,0.793252452678265,0.7898854069532448,24,True,24,2023-10-03,True,24,2023-10-03,false_positive,,,-0.0932524526782651,not_a_failed_drive,2023-10-03,2023-12-31,90,3,0.0,repeated_nonpersistent_alerts,True
VKGJ8TNX,2023-10-03,2023-12-28,24,0,0.8026124463738525,0.523488008730837,,0.8026124463738525,0.523488008730837,24,True,1,2023-12-28,True,17,2023-10-28,false_positive,,,-0.10261244637385258,not_a_failed_drive,2023-12-28,2023-12-28,1,1,0.0,single_day_spike,True
VKGK3BLX,2023-10-01,2023-12-29,35,0,0.9702929408183534,0.9702929408183534,,0.9702929408183534,0.9702929408183534,35,True,35,2023-10-01,True,35,2023-10-01,false_positive,,,-0.2702929408183534,not_a_failed_drive,2023-10-01,2023-12-29,90,4,0.0,repeated_nonpersistent_alerts,True
VKGK481X,2023-10-03,2023-12-31,28,0,0.9998337815691748,0.9998337815691748,,0.9998337815691748,0.9998337815691748,28,True,28,2023-10-03,True,28,2023-10-03,false_positive,,,-0.29983378156917484,not_a_failed_drive,2023-10-03,2023-12-31,90,3,0.0,repeated_nonpersistent_alerts,True
VKGK621X,2023-10-07,2023-10-07,1,0,1.0,1.0,,1.0,1.0,1,True,1,2023-10-07,True,1,2023-10-07,false_positive,,,-0.30000000000000004,not_a_failed_drive,2023-10-07,2023-10-07,1,1,0.0,single_day_spike,True
VKGK73SX,2023-10-03,2023-12-30,28,0,0.9085898833174663,0.9073164228679073,,0.9085898833174663,0.9073164228679073,28,True,28,2023-10-03,True,28,2023-10-03,false_positive,,,-0.2085898833174663,not_a_failed_drive,2023-10-03,2023-12-30,89,3,0.0,repeated_nonpersistent_alerts,True
VKGKS1PX,2023-10-06,2023-12-29,33,0,0.9369267399501178,0.7074761270112859,,0.9369267399501178,0.7074761270112859,33,True,16,2023-11-17,True,33,2023-10-06,false_positive,,,-0.23692673995011782,not_a_failed_drive,2023-11-17,2023-12-29,43,3,0.0,repeated_nonpersistent_alerts,True
VKGL5Z2X,2023-10-01,2023-12-28,21,0,1.0,1.0,,1.0,1.0,21,True,21,2023-10-01,True,21,2023-10-01,false_positive,,,-0.30000000000000004,not_a_failed_drive,2023-10-01,2023-12-28,89,2,0.0,repeated_nonpersistent_alerts,True
VKGX7BAX,2023-10-03,2023-12-24,20,0,0.8021652023491624,0.8021652023491624,,0.8021652023491624,0.8021652023491624,20,True,20,2023-10-03,True,20,2023-10-03,false_positive,,,-0.10216520234916249,not_a_failed_drive,2023-10-03,2023-12-24,83,3,0.0,repeated_nonpersistent_alerts,True
VKGZAUXX,2023-10-02,2023-12-26,25,0,0.9984306952035161,0.9968960503841263,,0.9984306952035161,0.9968960503841263,25,True,25,2023-10-02,True,25,2023-10-02,false_positive,,,-0.29843069520351617,not_a_failed_drive,2023-10-02,2023-12-26,86,3,0.0,repeated_nonpersistent_alerts,True
VKH03U9X,2023-10-01,2023-12-31,31,0,0.9999642346052446,0.895745024393956,,0.9999642346052446,0.895745024393956,31,True,31,2023-10-01,True,31,2023-10-01,false_positive,,,-0.2999642346052447,not_a_failed_drive,2023-10-01,2023-12-31,92,4,0.0,repeated_nonpersistent_alerts,True
VKH16LAX,2023-10-05,2023-12-31,30,0,0.999972883081326,0.9999645883314803,,0.999972883081326,0.9999645883314803,30,True,30,2023-10-05,True,30,2023-10-05,false_positive,,,-0.2999728830813261,not_a_failed_drive,2023-10-05,2023-12-31,88,4,0.0,repeated_nonpersistent_alerts,True
VKH9SMRX,2023-10-06,2023-12-31,28,0,0.979645881341772,0.8033198384566173,,0.979645881341772,0.8033198384566173,28,True,25,2023-10-06,True,28,2023-10-06,false_positive,,,-0.27964588134177204,not_a_failed_drive,2023-10-06,2023-12-31,87,4,0.0,repeated_nonpersistent_alerts,True
VKH9SWEX,2023-10-01,2023-12-23,22,0,0.9999999999448783,0.9999999998750543,,0.9999999999448783,0.9999999998750543,22,True,22,2023-10-01,True,22,2023-10-01,false_positive,,,-0.29999999994487836,not_a_failed_drive,2023-10-01,2023-12-23,84,3,0.0,repeated_nonpersistent_alerts,True
W30169YP,2023-10-01,2023-12-29,26,0,0.9530999007354972,0.6114836796640345,,0.9530999007354972,0.6114836796640345,26,True,10,2023-11-29,True,13,2023-11-13,false_positive,,,-0.25309990073549726,not_a_failed_drive,2023-11-29,2023-12-29,31,3,0.0,repeated_nonpersistent_alerts,True
X0GB69RC,2023-10-01,2023-12-31,34,0,0.989327747141428,0.7708317098104083,,0.989327747141428,0.7708317098104083,34,True,16,2023-10-01,True,34,2023-10-01,false_positive,,,-0.28932774714142806,not_a_failed_drive,2023-10-01,2023-11-06,37,3,55.0,repeated_nonpersistent_alerts,False
X0GDJYNC,2023-10-02,2023-12-30,28,0,0.9999793710216253,0.994615006180403,,0.9999793710216253,0.994615006180403,28,True,28,2023-10-02,True,28,2023-10-02,false_positive,,,-0.2999793710216253,not_a_failed_drive,2023-10-02,2023-12-30,90,3,0.0,repeated_nonpersistent_alerts,True
X0GE706C,2023-10-05,2023-12-31,27,0,0.8021652023491624,0.8021652023491624,,0.8021652023491624,0.8021652023491624,27,True,27,2023-10-05,True,27,2023-10-05,false_positive,,,-0.10216520234916249,not_a_failed_drive,2023-10-05,2023-12-31,88,3,0.0,repeated_nonpersistent_alerts,True
X0GE8M5C,2023-10-06,2023-12-31,30,0,0.9999999999999964,0.8497364794781324,,0.9999999999999964,0.8497364794781324,30,True,20,2023-11-07,True,30,2023-10-06,false_positive,,,-0.2999999999999965,not_a_failed_drive,2023-11-07,2023-12-31,55,4,0.0,repeated_nonpersistent_alerts,True
X0GEPRUC,2023-10-03,2023-12-26,24,0,0.9369267399501178,0.49530003643596965,,0.9369267399501178,0.49530003643596965,24,True,5,2023-11-18,True,8,2023-11-18,false_positive,,,-0.23692673995011782,not_a_failed_drive,2023-11-18,2023-12-17,30,1,9.0,repeated_nonpersistent_alerts,False
X0GEV8XC,2023-10-02,2023-12-30,26,0,0.8711654154778873,0.8661570428972721,,0.8711654154778873,0.8661570428972721,26,True,26,2023-10-02,True,26,2023-10-02,false_positive,,,-0.17116541547788733,not_a_failed_drive,2023-10-02,2023-12-30,90,3,0.0,repeated_nonpersistent_alerts,True
X0GEWT5C,2023-10-04,2023-12-29,33,0,0.9951054805514925,0.4943585461132185,,0.9951054805514925,0.4943585461132185,33,True,8,2023-11-07,True,8,2023-11-07,false_positive,,,-0.29510548055149255,not_a_failed_drive,2023-11-07,2023-11-28,22,3,31.0,repeated_nonpersistent_alerts,False
X0GG781C,2023-10-05,2023-12-26,24,0,0.948485105199252,0.910470133525536,,0.948485105199252,0.910470133525536,24,True,24,2023-10-05,True,24,2023-10-05,false_positive,,,-0.24848510519925204,not_a_failed_drive,2023-10-05,2023-12-26,83,3,0.0,repeated_nonpersistent_alerts,True
X1G90HUL,2023-10-07,2023-12-31,27,0,0.7460440940129982,0.5156144857293236,,0.7460440940129982,0.5156144857293236,27,True,11,2023-10-07,True,27,2023-10-07,false_positive,,,-0.04604409401299825,not_a_failed_drive,2023-10-07,2023-10-31,25,3,61.0,repeated_nonpersistent_alerts,False
Y5HX8A7C,2023-10-01,2023-12-28,29,0,0.7010757820869504,0.6162661174949595,,0.7010757820869504,0.6162661174949595,29,True,19,2023-10-01,True,29,2023-10-01,false_positive,,,-0.001075782086950472,not_a_failed_drive,2023-10-01,2023-12-05,66,2,23.0,repeated_nonpersistent_alerts,False
Y5HXZPMC,2023-10-03,2023-12-31,28,0,0.8021652023491624,0.43496814033571957,,0.8021652023491624,0.43496814033571957,28,True,6,2023-11-25,True,6,2023-11-25,false_positive,,,-0.10216520234916249,not_a_failed_drive,2023-11-25,2023-12-24,30,1,7.0,repeated_nonpersistent_alerts,True
Y5HYAU2C,2023-10-03,2023-12-29,26,0,1.0,0.9999999999997272,,1.0,0.9999999999997272,26,True,26,2023-10-03,True,26,2023-10-03,false_positive,,,-0.30000000000000004,not_a_failed_drive,2023-10-03,2023-12-29,88,3,0.0,repeated_nonpersistent_alerts,True
Y76BK0PBFZ1D,2023-10-02,2023-12-31,30,0,0.9877064555323382,0.9790581792841364,,0.9877064555323382,0.9790581792841364,30,True,30,2023-10-02,True,30,2023-10-02,false_positive,,,-0.2877064555323382,not_a_failed_drive,2023-10-02,2023-12-31,91,3,0.0,repeated_nonpersistent_alerts,True
Y7GGP8SWT,2023-10-01,2023-12-31,25,0,0.9999979476692044,0.36497742046084214,,0.9999979476692044,0.36497742046084214,25,True,1,2023-11-20,True,1,2023-11-20,false_positive,,,-0.2999979476692044,not_a_failed_drive,2023-11-20,2023-11-20,1,1,41.0,single_day_spike,False
Z301YY80,2023-10-01,2023-11-02,7,0,0.9168084185897288,0.9168084185897288,,0.9168084185897288,0.9168084185897288,7,True,7,2023-10-01,True,7,2023-10-01,false_positive,,,-0.21680841858972888,not_a_failed_drive,2023-10-01,2023-11-02,33,2,0.0,repeated_nonpersistent_alerts,True
Z301ZQNH,2023-10-01,2023-12-30,36,0,0.924891543218989,0.9247523603258632,,0.924891543218989,0.9247523603258632,36,True,36,2023-10-01,True,36,2023-10-01,false_positive,,,-0.22489154321898908,not_a_failed_drive,2023-10-01,2023-12-30,91,3,0.0,repeated_nonpersistent_alerts,True
Z3021864,2023-10-03,2023-12-29,25,0,0.8133502075057817,0.8133502075057817,,0.8133502075057817,0.8133502075057817,25,True,25,2023-10-03,True,25,2023-10-03,false_positive,,,-0.11335020750578173,not_a_failed_drive,2023-10-03,2023-12-29,88,2,0.0,repeated_nonpersistent_alerts,True
Z3026ZFL,2023-10-05,2023-12-28,29,0,0.9994230345789501,0.9994230345789501,,0.9994230345789501,0.9994230345789501,29,True,29,2023-10-05,True,29,2023-10-05,false_positive,,,-0.29942303457895014,not_a_failed_drive,2023-10-05,2023-12-28,85,2,0.0,repeated_nonpersistent_alerts,True
Z3029BH4,2023-10-01,2023-11-02,13,0,0.8121753911874467,0.5551397505030741,,0.8121753911874467,0.5551397505030741,13,True,6,2023-10-19,True,6,2023-10-19,false_positive,,,-0.1121753911874468,not_a_failed_drive,2023-10-19,2023-11-02,15,2,0.0,repeated_nonpersistent_alerts,True
